央视频道,#genre#
CCTV14少儿,http://111.229.128.166:7110/live/163.php?id=624878440$咪咕163
CCTV15音乐,http://111.229.128.166:7110/live/163.php?id=673168223$咪咕163
CCTV17农业农村,http://111.229.128.166:7110/live/163.php?id=673168256$咪咕163









CCTV1综合,http://120.76.248.139/live/bfgd/4200000484.m3u8$北方广电
CCTV1综合,http://120.76.248.139/live/bfgd/4200000488.m3u8$北方广电
CCTV1综合,http://120.76.248.139/live/bfgd/4200000489.m3u8$北方广电
CCTV1综合,http://120.76.248.139/live/bfgd/4200000201.m3u8$北方广电
CCTV2财经,http://120.76.248.139/live/bfgd/4200000061.m3u8$北方广电
CCTV3综艺,http://120.76.248.139/live/bfgd/4200000062.m3u8$北方广电
CCTV4中文国际,http://120.76.248.139/live/bfgd/4200000063.m3u8$北方广电
CCTV5体育,http://120.76.248.139/live/bfgd/4200000064.m3u8$北方广电
CCTV5+体育赛事,http://120.76.248.139/live/bfgd/4200000246.m3u8$北方广电
CCTV6电影,http://120.76.248.139/live/bfgd/4200000065.m3u8$北方广电
CCTV7国防军事,http://120.76.248.139/live/bfgd/4200000127.m3u8$北方广电
CCTV8电视剧,http://120.76.248.139/live/bfgd/4200000066.m3u8$北方广电
CCTV9纪录,http://120.76.248.139/live/bfgd/4200000128.m3u8$北方广电
CCTV10科教,http://120.76.248.139/live/bfgd/4200000129.m3u8$北方广电
CCTV11戏曲,http://120.76.248.139/live/bfgd/4200000130.m3u8$北方广电
CCTV12社会与法,http://120.76.248.139/live/bfgd/4200000131.m3u8$北方广电
CCTV13新闻,http://120.76.248.139/live/bfgd/4200000067.m3u8$北方广电
CCTV14少儿,http://120.76.248.139/live/bfgd/4200000132.m3u8$北方广电
CCTV15音乐,http://120.76.248.139/live/bfgd/4200000133.m3u8$北方广电
CCTV17农业农村,http://120.76.248.139/live/bfgd/4200000204.m3u8$北方广电
CGTN阿语,http://120.76.248.139/live/bfgd/4200000308.m3u8$北方广电
CGTN西语,http://120.76.248.139/live/bfgd/4200000306.m3u8$北方广电
CGTN法语,http://120.76.248.139/live/bfgd/4200000307.m3u8$北方广电
CGTN,http://120.76.248.139/live/bfgd/4200000134.m3u8$北方广电
CGTN俄语,http://120.76.248.139/live/bfgd/4200000309.m3u8$北方广电
中国教育1,http://120.76.248.139/live/bfgd/4200000135.m3u8$北方广电
中国教育2,http://120.76.248.139/live/bfgd/4200000492.m3u8$北方广电
CHC华诚影视,http://120.76.248.139/live/bfgd/4200000289.m3u8$北方广电
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8$北方广电
重温经典,http://120.76.248.139/live/bfgd/4200000636.m3u8$北方广电
电视指南,http://120.76.248.139/live/bfgd/4200000164.m3u8$北方广电
发现之旅,http://120.76.248.139/live/bfgd/4200000151.m3u8$北方广电
老故事,http://120.76.248.139/live/bfgd/4200000166.m3u8$北方广电
风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8$北方广电
怀旧剧场,http://120.76.248.139/live/bfgd/4200000224.m3u8$北方广电
女性时尚,http://120.76.248.139/live/bfgd/4200000176.m3u8$北方广电
世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8$北方广电




CCTV1综合,http://171.14.89.243:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV2财经,http://171.14.89.243:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV3综艺,http://171.14.89.243:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV4中文国际,http://171.14.89.243:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV5体育,http://171.14.89.243:9901/tsfile/live/1028_1.m3u8?key=txiptv
CCTV6电影,http://171.14.89.243:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV7国防军事,http://171.14.89.243:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV8电视剧,http://171.14.89.243:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV9纪录,http://171.14.89.243:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV10科教,http://171.14.89.243:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV11戏曲,http://171.14.89.243:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV12社会与法,http://171.14.89.243:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV13新闻,http://171.14.89.243:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV14少儿,http://171.14.89.243:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV15音乐,http://171.14.89.243:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV17农业农村,http://171.14.89.243:9901/tsfile/live/1027_1.m3u8?key=txiptv



CCTV1综合,http://dl.zhoujie218.top/migu/migu.php?id=cctv1
CCTV2财经,http://dl.zhoujie218.top/migu/migu.php?id=cctv2
CCTV3综艺,http://dl.zhoujie218.top/migu/migu.php?id=cctv3
CCTV4中文国际,http://dl.zhoujie218.top/migu/migu.php?id=cctv4
CCTV4欧洲,http://dl.zhoujie218.top/migu/migu.php?id=cctv4o
CCTV4美洲,http://dl.zhoujie218.top/migu/migu.php?id=cctv4a
CCTV5体育,http://dl.zhoujie218.top/migu/migu.php?id=cctv5
CCTV5+体育赛事,http://dl.zhoujie218.top/migu/migu.php?id=cctv5p
CCTV6电影,http://dl.zhoujie218.top/migu/migu.php?id=cctv6
CCTV7国防军事,http://dl.zhoujie218.top/migu/migu.php?id=cctv7
CCTV8电视剧,http://dl.zhoujie218.top/migu/migu.php?id=cctv8
CCTV9纪录,http://dl.zhoujie218.top/migu/migu.php?id=cctv9
CCTV10科教,http://dl.zhoujie218.top/migu/migu.php?id=cctv10
CCTV11戏曲,http://dl.zhoujie218.top/migu/migu.php?id=cctv11
CCTV12社会与法,http://dl.zhoujie218.top/migu/migu.php?id=cctv12
CCTV13新闻,http://dl.zhoujie218.top/migu/migu.php?id=cctv13
CCTV14少儿,http://dl.zhoujie218.top/migu/migu.php?id=cctv14
CCTV15音乐,http://dl.zhoujie218.top/migu/migu.php?id=cctv15
CCTV17农业农村,http://dl.zhoujie218.top/migu/migu.php?id=cctv17
发现之旅,http://dl.zhoujie218.top/migu/migu.php?id=fxzl 
老故事,http://dl.zhoujie218.top/migu/migu.php?id=lgs 
中学生,http://dl.zhoujie218.top/migu/migu.php?id=zxs 
CGTN纪录,http://dl.zhoujie218.top/migu/migu.php?id=cgtnjl 
CGTN西语,http://dl.zhoujie218.top/migu/migu.php?id=cgtne 
CGTN阿语,http://dl.zhoujie218.top/migu/migu.php?id=cgtna 
CGTN法语,http://dl.zhoujie218.top/migu/migu.php?id=cgtnf 
CGTN俄语,http://dl.zhoujie218.top/migu/migu.php?id=cgtnr 
CHC家庭影院,http://dl.zhoujie218.top/migu/migu.php?id=chcjt 
CHC动作电影,http://dl.zhoujie218.top/migu/migu.php?id=chcdz 
四海钓鱼,http://dl.zhoujie218.top/migu/migu.php?id=shdy 
江苏教育,http://dl.zhoujie218.top/migu/migu.php?id=jsjy 
山东教育,http://dl.zhoujie218.top/migu/migu.php?id=sdjy 
游戏风云,http://dl.zhoujie218.top/migu/migu.php?id=yxfy 
欢笑剧场,http://dl.zhoujie218.top/migu/migu.php?id=hxjc 
之江纪录,http://dl.zhoujie218.top/migu/migu.php?id=zjjl 
杭州综合,http://dl.zhoujie218.top/migu/migu.php?id=hzzh 
杭州明珠,http://dl.zhoujie218.top/migu/migu.php?id=hzmz 
杭州生活,http://dl.zhoujie218.top/migu/migu.php?id=hzsh 
杭州影视,http://dl.zhoujie218.top/migu/migu.php?id=hzys 
杭州少儿体育,http://dl.zhoujie218.top/migu/migu.php?id=hzse 
嵊泗新闻综合,http://dl.zhoujie218.top/migu/migu.php?id=ssxwzh 
普陀新闻综合,http://dl.zhoujie218.top/migu/migu.php?id=ptxwzh 
高清大片,http://dl.zhoujie218.top/migu/migu.php?id=gqdp 
经典电影,http://dl.zhoujie218.top/migu/migu.php?id=jdxgdy 
军事迷必看大片,http://dl.zhoujie218.top/migu/migu.php?id=jsdp 
热剧联播,http://dl.zhoujie218.top/migu/migu.php?id=rjlb 
赛事最经典,http://dl.zhoujie218.top/migu/migu.php?id=sszjd 
体坛名栏汇,http://dl.zhoujie218.top/migu/migu.php?id=ttmlh 
新片放映厅,http://dl.zhoujie218.top/migu/migu.php?id=xpfyt 
Y+剧场,http://dl.zhoujie218.top/migu/migu.php?id=yjjc 
熊猫频道高清,http://dl.zhoujie218.top/migu/migu.php?id=xmhd 
熊猫频道1,http://dl.zhoujie218.top/migu/migu.php?id=xm1 
熊猫频道2,http://dl.zhoujie218.top/migu/migu.php?id=xm2 
熊猫频道3,http://dl.zhoujie218.top/migu/migu.php?id=xm3 
熊猫频道4,http://dl.zhoujie218.top/migu/migu.php?id=xm4 
熊猫频道5,http://dl.zhoujie218.top/migu/migu.php?id=xm5 
熊猫频道6,http://dl.zhoujie218.top/migu/migu.php?id=xm6 
熊猫频道7,http://dl.zhoujie218.top/migu/migu.php?id=xm7 
熊猫频道8,http://dl.zhoujie218.top/migu/migu.php?id=xm8 
熊猫频道9,http://dl.zhoujie218.top/migu/migu.php?id=xm9 
熊猫频道10,http://dl.zhoujie218.top/migu/migu.php?id=xm10



CGTN,https://english-livebkws.cgtn.com/live/encgtn.m3u8
CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn.m3u8
CGTN,https://english-livebkws.cgtn.com/live/encgtn.m3u8
CGTN,https://english-livebkws.cgtn.com/live/encgtn.m3u8



CCTV1综合,http://113.200.114.168:9003/hls/1/index.m3u8
CCTV2财经,http://113.200.114.168:9003/hls/2/index.m3u8
CCTV3综艺,http://113.200.114.168:9003/hls/3/index.m3u8
CCTV4中文国际,http://113.200.114.168:9003/hls/4/index.m3u8
CCTV5体育,http://113.200.114.168:9003/hls/5/index.m3u8
CCTV6电影,http://113.200.114.168:9003/hls/6/index.m3u8
CCTV7国防军事,http://113.200.114.168:9003/hls/7/index.m3u8
CCTV8电视剧,http://113.200.114.168:9003/hls/8/index.m3u8
CCTV9纪录,http://113.200.114.168:9003/hls/9/index.m3u8
CCTV10科教,http://113.200.114.168:9003/hls/10/index.m3u8
CCTV11戏曲,http://113.200.114.168:9003/hls/11/index.m3u8
CCTV12社会与法,http://113.200.114.168:9003/hls/12/index.m3u8
CCTV13新闻,http://113.200.114.168:9003/hls/13/index.m3u8
CCTV14少儿,http://113.200.114.168:9003/hls/14/index.m3u8
CCTV15音乐,http://113.200.114.168:9003/hls/15/index.m3u8

央卫辽宁
CCTV1综合,http://sh.lnott.top:880/dx01.m3u8
CCTV2财经,http://sh.lnott.top:880/dx02.m3u8
CCTV3综艺,http://sh.lnott.top:880/dx03.m3u8
CCTV4中文国际,http://sh.lnott.top:880/dx04.m3u8
CCTV5体育,http://sh.lnott.top:880/dx05.m3u8
CCTV6电影,http://sh.lnott.top:880/dx06.m3u8
CCTV7国防军事,http://sh.lnott.top:880/dx07.m3u8
CCTV8电视剧,http://sh.lnott.top:880/dx08.m3u8
CCTV9纪录,http://sh.lnott.top:880/dx09.m3u8
CCTV10科教,http://sh.lnott.top:880/dx10.m3u8
CCTV11戏曲,http://sh.lnott.top:880/dx11.m3u8
CCTV12社会与法,http://sh.lnott.top:880/dx12.m3u8
CCTV13新闻,http://sh.lnott.top:880/dx13.m3u8
CCTV14少儿,http://sh.lnott.top:880/dx14.m3u8
CCTV15音乐,http://sh.lnott.top:880/dx15.m3u8
CCTV16奥林匹克,http://sh.lnott.top:880/dx201.m3u8
CCTV16 4K,http://sh.lnott.top:880/gw777.m3u8
CCTV17农业农村,http://sh.lnott.top:880/dx17.m3u8
CCTV5+体育赛事,http://sh.lnott.top:880/dx16.m3u8
CGTN英语,http://sh.lnott.top:880/dx18.m3u8
电视指南,http://sh.lnott.top:880/dx97.m3u8
央视文化,http://sh.lnott.top:880/dx104.m3u8
兵器科技,http://sh.lnott.top:880/dx81.m3u8
第一剧场,http://sh.lnott.top:880/dx103.m3u8
风云足球,http://sh.lnott.top:880/dx71.m3u8
风云音乐,http://sh.lnott.top:880/dx73.m3u8
新 动 漫,http://sh.lnott.top:880/dx87.m3u8
风云剧场,http://sh.lnott.top:880/dx94.m3u8
都市剧场,http://sh.lnott.top:880/dx107.m3u8
世界地理,http://sh.lnott.top:880/dx72.m3u8
辽宁公共,http://sh.lnott.top:880/dx27.m3u8
辽宁都市,http://sh.lnott.top:880/dx20.m3u8
辽宁经济,http://sh.lnott.top:880/dx26.m3u8
CHC高清电影,http://sh.lnott.top:880/dx101.m3u8
CHC动作电影,http://sh.lnott.top:880/dx100.m3u8
CHC家庭影院,http://sh.lnott.top:880/dx93.m3u8
法治天地,http://sh.lnott.top:880/dx108.m3u8
欢笑剧场,http://sh.lnott.top:880/hx.m3u8
极速汽车,http://sh.lnott.top:880/dx112.m3u8
武术世界,http://sh.lnott.top:880/dx206.m3u8
怀旧剧场,http://sh.lnott.top:880/dx95.m3u8
金鹰纪实,http://sh.lnott.top:880/dx96.m3u8
家庭理财,http://sh.lnott.top:880/dx65.m3u8
CETV4,http://sh.lnott.top:880/ltCETV4.m3u8
游戏风云,http://sh.lnott.top:880/dx111.m3u8
金色学堂,http://sh.lnott.top:880/dx109.m3u8
动漫秀场,http://sh.lnott.top:880/dx110.m3u8
生活时尚,http://sh.lnott.top:880/dx114.m3u8
高尔夫网球,http://sh.lnott.top:880/dx98.m3u8
北京纪实,http://sh.lnott.top:880/dx64.m3u8
文物宝库,http://sh.lnott.top:880/dx207.m3u8
中华特产,http://sh.lnott.top:880/dx83.m3u8
快乐垂钓,http://sh.lnott.top:880/dx203.m3u8
央视台球,http://sh.lnott.top:880/dx82.m3u8


CCTV1综合,http://111.229.128.166:7110/live/migub.php?id=cctv1$咪咕回放
CCTV2财经,http://111.229.128.166:7110/live/migub.php?id=cctv2$咪咕回放
CCTV3综艺,http://111.229.128.166:7110/live/migub.php?id=cctv3$咪咕回放
CCTV4中文国际,http://111.229.128.166:7110/live/migub.php?id=cctv4$咪咕回放
CCTV4欧洲,http://111.229.128.166:7110/live/migub.php?id=cctv4o$咪咕回放
CCTV4美洲,http://111.229.128.166:7110/live/migub.php?id=cctv4a$咪咕回放
CCTV5体育,http://111.229.128.166:7110/live/migub.php?id=cctv5$咪咕回放
CCTV5+体育赛事,http://111.229.128.166:7110/live/migub.php?id=cctv5p$咪咕回放
CCTV6电影,http://111.229.128.166:7110/live/migub.php?id=cctv6$咪咕回放
CCTV7国防军事,http://111.229.128.166:7110/live/migub.php?id=cctv7$咪咕回放
CCTV8电视剧,http://111.229.128.166:7110/live/migub.php?id=cctv8$咪咕回放
CCTV9纪录,http://111.229.128.166:7110/live/migub.php?id=cctv9$咪咕回放
CCTV10科教,http://111.229.128.166:7110/live/migub.php?id=cctv10$咪咕回放
CCTV11戏曲,http://111.229.128.166:7110/live/migub.php?id=cctv11$咪咕回放
CCTV12社会与法,http://111.229.128.166:7110/live/migub.php?id=cctv12$咪咕回放
CCTV13新闻,http://111.229.128.166:7110/live/migub.php?id=cctv13$咪咕回放
CCTV14少儿,http://111.229.128.166:7110/live/migub.php?id=cctv14$咪咕回放
CCTV15音乐,http://111.229.128.166:7110/live/migub.php?id=cctv15$咪咕回放
CCTV17农业农村,http://111.229.128.166:7110/live/migub.php?id=cctv17$咪咕回放
CCTV1综合,http://111.229.128.166:7110/live/miguc.php?id=cctv1
CCTV2财经,http://111.229.128.166:7110/live/miguc.php?id=cctv2
CCTV3综艺,http://111.229.128.166:7110/live/miguc.php?id=cctv3
CCTV4中文国际,http://111.229.128.166:7110/live/miguc.php?id=cctv4
CCTV4欧洲,http://111.229.128.166:7110/live/miguc.php?id=cctv4o
CCTV4美洲,http://111.229.128.166:7110/live/miguc.php?id=cctv4a
CCTV6电影,http://111.229.128.166:7110/live/miguc.php?id=cctv6
CCTV7国防军事,http://111.229.128.166:7110/live/miguc.php?id=cctv7
CCTV8电视剧,http://111.229.128.166:7110/live/miguc.php?id=cctv8
CCTV9纪录,http://111.229.128.166:7110/live/miguc.php?id=cctv9
CCTV10科教,http://111.229.128.166:7110/live/miguc.php?id=cctv10
CCTV12社会与法,http://111.229.128.166:7110/live/miguc.php?id=cctv12
CCTV13新闻,http://111.229.128.166:7110/live/miguc.php?id=cctv13
CCTV14少儿,http://111.229.128.166:7110/live/miguc.php?id=cctv14
CCTV15音乐,http://111.229.128.166:7110/live/miguc.php?id=cctv15
CCTV17农业农村,http://111.229.128.166:7110/live/miguc.php?id=cctv17
CGTN纪录,http://111.229.128.166:7110/live/miguc.php?id=cgtnjl
CGTN西语,http://111.229.128.166:7110/live/miguc.php?id=cgtne
CGTN阿语,http://111.229.128.166:7110/live/miguc.php?id=cgtna
CGTN法语,http://111.229.128.166:7110/live/miguc.php?id=cgtnf
CGTN俄语,http://111.229.128.166:7110/live/miguc.php?id=cgtnr
高清大片,http://111.229.128.166:7110/live/migub.php?id=gqdp
经典电影,http://111.229.128.166:7110/live/migub.php?id=jdxgdy
军事迷必看大片,http://111.229.128.166:7110/live/migub.php?id=jsdp
热剧联播,http://111.229.128.166:7110/live/migub.php?id=rjlb
赛事最经典,http://111.229.128.166:7110/live/migub.php?id=sszjd
体坛名栏汇,http://111.229.128.166:7110/live/migub.php?id=ttmlh
新片放映厅,http://111.229.128.166:7110/live/migub.php?id=xpfyt
Y+剧场,http://111.229.128.166:7110/live/migub.php?id=yjjc
熊猫频道高清,http://111.229.128.166:7110/live/migub.php?id=xmhd
熊猫频道1,http://111.229.128.166:7110/live/migub.php?id=xm1
熊猫频道2,http://111.229.128.166:7110/live/migub.php?id=xm2
熊猫频道3,http://111.229.128.166:7110/live/migub.php?id=xm3
熊猫频道4,http://111.229.128.166:7110/live/migub.php?id=xm4
熊猫频道5,http://111.229.128.166:7110/live/migub.php?id=xm5
熊猫频道6,http://111.229.128.166:7110/live/migub.php?id=xm6
熊猫频道7,http://111.229.128.166:7110/live/migub.php?id=xm7
熊猫频道8,http://111.229.128.166:7110/live/migub.php?id=xm8
熊猫频道9,http://111.229.128.166:7110/live/migub.php?id=xm9
熊猫频道10,http://111.229.128.166:7110/live/migub.php?id=xm10
发现之旅,http://111.229.128.166:7110/live/miguc.php?id=fxzl
老故事,http://111.229.128.166:7110/live/miguc.php?id=lgs
中学生,http://111.229.128.166:7110/live/miguc.php?id=zxs

CCTV1综合,http://1.70.249.236:4000/udp/239.1.1.7:8007
CCTV2财经,http://1.70.249.236:4000/udp/239.1.1.8:8008
CCTV3综艺,http://1.70.249.236:4000/udp/239.1.1.9:8009
CCTV4中文国际,http://1.70.249.236:4000/udp/239.1.1.10:8010
CCTV5体育,http://1.70.249.236:4000/udp/239.1.1.11:8011
CCTV6电影,http://1.70.249.236:4000/udp/239.1.1.13:8013
CCTV8电视剧,http://1.70.249.236:4000/udp/239.1.1.15:8015
CCTV9纪录,http://1.70.249.236:4000/udp/239.1.1.16:8016
CCTV10科教,http://1.70.249.236:4000/udp/239.1.1.17:8017
CCTV12社会与法,http://1.70.249.236:4000/udp/239.1.1.19:8019
CCTV13新闻,http://1.70.249.236:4000/udp/239.1.1.20:8020
CCTV14少儿,http://1.70.249.236:4000/udp/239.1.1.21:8021
CCTV16奥林匹克,http://1.70.249.236:4000/udp/239.1.1.122:8122
CCTV17农业农村,http://1.70.249.236:4000/udp/239.1.1.23:8023
CCTV5+体育赛事,http://1.70.249.236:4000/udp/239.1.1.12:8012



CCTV1综合,http://61.184.46.85:9901/tsfile/live/0001_1.m3u8
CCTV2财经,http://61.184.46.85:9901/tsfile/live/0002_1.m3u8
CCTV3综艺,http://61.184.46.85:9901/tsfile/live/0003_1.m3u8
CCTV4中文国际,http://61.184.46.85:9901/tsfile/live/0004_1.m3u8
CCTV5体育,http://61.184.46.85:9901/tsfile/live/0005_1.m3u8
CCTV5+体育赛事,http://61.184.46.85:9901/tsfile/live/0015_1.m3u8
CCTV6电影,http://61.184.46.85:9901/tsfile/live/0006_1.m3u8
CCTV7国防军事,http://61.184.46.85:9901/tsfile/live/0007_1.m3u8
CCTV8电视剧,http://61.184.46.85:9901/tsfile/live/0008_1.m3u8
CCTV9纪录,http://61.184.46.85:9901/tsfile/live/0009_1.m3u8
CCTV10科教,http://61.184.46.85:9901/tsfile/live/0010_1.m3u8
CCTV11戏曲,http://61.184.46.85:9901/tsfile/live/0011_1.m3u8
CCTV12社会与法,http://61.184.46.85:9901/tsfile/live/0012_1.m3u8
CCTV13新闻,http://61.184.46.85:9901/tsfile/live/0013_1.m3u8
CCTV14少儿,http://61.184.46.85:9901/tsfile/live/0014_1.m3u8
CCTV16奥林匹克,http://61.184.46.85:9901/tsfile/live/0019_1.m3u8
CCTV17农业农村,http://61.184.46.85:9901/tsfile/live/0019_2.m3u8


CCTV1综合,http://walkershb.synology.me:888/rtp/239.49.8.19:9614
CCTV1综合,http://walkershb.synology.me:888/rtp/239.49.8.129:6000
CCTV1综合,http://walkershb.synology.me:888/rtp/239.49.0.1:8000
CCTV1综合,http://walkershb.synology.me:888/rtp/239.49.1.1:6000
CCTV2财经,http://walkershb.synology.me:888/rtp/239.49.8.50:9802
CCTV2财经,http://walkershb.synology.me:888/rtp/239.49.8.130:6000
CCTV2财经,http://walkershb.synology.me:888/rtp/239.49.0.2:8008
CCTV2财经,http://walkershb.synology.me:888/rtp/239.49.1.2:6000
CCTV3综艺,http://walkershb.synology.me:888/rtp/239.49.0.3:9566
CCTV3综艺,http://walkershb.synology.me:888/rtp/239.49.1.3:6000
CCTV4中文国际,http://walkershb.synology.me:888/rtp/239.49.8.51:9806
CCTV4中文国际,http://walkershb.synology.me:888/rtp/239.49.8.131:6000
CCTV4中文国际,http://walkershb.synology.me:888/rtp/239.49.0.4:8024
CCTV4中文国际,http://walkershb.synology.me:888/rtp/239.49.1.4:6000
CCTV5体育,http://walkershb.synology.me:888/rtp/239.49.8.170:6000
CCTV5体育,http://walkershb.synology.me:888/rtp/239.49.8.172:6000
CCTV5+体育赛事,http://walkershb.synology.me:888/rtp/239.49.8.18:9610
CCTV5+体育赛事,http://walkershb.synology.me:888/rtp/239.49.8.137:6000
CCTV5体育,http://walkershb.synology.me:888/rtp/239.49.0.5:9570
CCTV5体育,http://walkershb.synology.me:888/rtp/239.49.1.5:6000
CCTV5体育,http://walkershb.synology.me:888/rtp/239.49.1.190:6000
CCTV5体育,http://walkershb.synology.me:888/rtp/239.49.1.192:6000
CCTV6电影,http://walkershb.synology.me:888/rtp/239.49.0.6:9574
CCTV6电影,http://walkershb.synology.me:888/rtp/239.49.1.6:6000
CCTV7国防军事,http://walkershb.synology.me:888/rtp/239.49.8.52:9810
CCTV7国防军事,http://walkershb.synology.me:888/rtp/239.49.8.132:6000
CCTV7国防军事,http://walkershb.synology.me:888/rtp/239.49.0.7:8048
CCTV7国防军事,http://walkershb.synology.me:888/rtp/239.49.1.7:6000
CCTV8电视剧,http://walkershb.synology.me:888/rtp/239.49.0.8:9578
CCTV8电视剧,http://walkershb.synology.me:888/rtp/239.49.1.8:6000
CCTV9纪录,http://walkershb.synology.me:888/rtp/239.49.8.53:9814
CCTV9纪录,http://walkershb.synology.me:888/rtp/239.49.8.133:6000
CCTV10科教,http://walkershb.synology.me:888/rtp/239.49.8.54:9818
CCTV10科教,http://walkershb.synology.me:888/rtp/239.49.8.134:6000
CCTV10科教,http://walkershb.synology.me:888/rtp/239.49.0.10:8072
CCTV10科教,http://walkershb.synology.me:888/rtp/239.49.1.10:6000
CCTV11戏曲,http://walkershb.synology.me:888/rtp/239.49.0.11:8080
CCTV11戏曲,http://walkershb.synology.me:888/rtp/239.49.1.11:6000
CCTV12社会与法,http://walkershb.synology.me:888/rtp/239.49.8.55:9822
CCTV12社会与法,http://walkershb.synology.me:888/rtp/239.49.8.135:6000
CCTV12社会与法,http://walkershb.synology.me:888/rtp/239.49.0.12:8088
CCTV12社会与法,http://walkershb.synology.me:888/rtp/239.49.1.12:6000
CCTV13新闻,http://walkershb.synology.me:888/rtp/239.49.0.13:8096
CCTV13新闻,http://walkershb.synology.me:888/rtp/239.49.1.13:6000
CCTV14少儿,http://walkershb.synology.me:888/rtp/239.49.8.56:9826
CCTV14少儿,http://walkershb.synology.me:888/rtp/239.49.8.136:6000
CCTV14少儿,http://walkershb.synology.me:888/rtp/239.49.0.14:8104
CCTV14少儿,http://walkershb.synology.me:888/rtp/239.49.1.14:6000
CCTV15音乐,http://walkershb.synology.me:888/rtp/239.49.0.15:8112
CCTV15音乐,http://walkershb.synology.me:888/rtp/239.49.1.15:6000
第一剧场,http://walkershb.synology.me:888/rtp/239.49.0.44:8000
第一剧场,http://walkershb.synology.me:888/rtp/239.49.1.226:6000
电视指南,http://walkershb.synology.me:888/rtp/239.49.0.161:9282
电视指南,http://walkershb.synology.me:888/rtp/239.49.1.60:6000
国防军事,http://walkershb.synology.me:888/rtp/239.49.0.160:9274
国防军事,http://walkershb.synology.me:888/rtp/239.49.1.64:6000
怀旧剧场,http://walkershb.synology.me:888/rtp/239.49.0.157:9250
怀旧剧场,http://walkershb.synology.me:888/rtp/239.49.1.67:6000
文化精品,http://walkershb.synology.me:888/rtp/239.49.0.156:9242
文化精品,http://walkershb.synology.me:888/rtp/239.49.1.66:6000
世界地理,http://walkershb.synology.me:888/rtp/239.49.0.155:9234
世界地理,http://walkershb.synology.me:888/rtp/239.49.1.63:6000
高尔夫网球,http://walkershb.synology.me:888/rtp/239.49.0.154:9226
高尔夫网球,http://walkershb.synology.me:888/rtp/239.49.1.62:6000
风云足球,http://walkershb.synology.me:888/rtp/239.49.0.153:9218
风云足球,http://walkershb.synology.me:888/rtp/239.49.1.61:6000
风云剧场,http://walkershb.synology.me:888/rtp/239.49.0.152:9210
风云剧场,http://walkershb.synology.me:888/rtp/239.49.1.65:6000
风云音乐,http://walkershb.synology.me:888/rtp/239.49.0.151:9202
风云音乐,http://walkershb.synology.me:888/rtp/239.49.1.68:6000
CGTN,http://walkershb.synology.me:888/rtp/239.49.0.9:8064
CGTN,http://walkershb.synology.me:888/rtp/239.49.1.9:6000
CETV1,http://walkershb.synology.me:888/rtp/239.49.8.115:8000
CETV1,http://walkershb.synology.me:888/rtp/239.49.8.189:6000
CETV1,http://walkershb.synology.me:888/rtp/239.49.0.70:8552
CETV1,http://walkershb.synology.me:888/rtp/239.49.1.54:6000
CETV2,http://walkershb.synology.me:888/rtp/239.49.0.71:8560
CETV2,http://walkershb.synology.me:888/rtp/239.49.1.55:6000
CETV4,http://walkershb.synology.me:888/rtp/239.49.0.72:8568
CETV4,http://walkershb.synology.me:888/rtp/239.49.1.56:6000


CCTV1综合,http://148.135.93.213/live.php?id=CCTV1$咪咕live
CCTV2财经,http://148.135.93.213/live.php?id=CCTV2$咪咕live
CCTV3综艺,http://148.135.93.213/live.php?id=CCTV3$咪咕live
CCTV4中文国际,http://148.135.93.213/live.php?id=CCTV4$咪咕live
CCTV4美洲,http://148.135.93.213/live.php?id=CCTV4a$咪咕live
CCTV4欧洲,http://148.135.93.213/live.php?id=CCTV4o$咪咕live
CCTV5体育,http://148.135.93.213/live.php?id=CCTV5$咪咕live
CCTV5+体育赛事,http://148.135.93.213/live.php?id=CCTV5p$咪咕live
CCTV6电影,http://148.135.93.213/live.php?id=CCTV6$咪咕live
CCTV7国防军事,http://148.135.93.213/live.php?id=CCTV7$咪咕live
CCTV8电视剧,http://148.135.93.213/live.php?id=CCTV8$咪咕live
CCTV9纪录,http://148.135.93.213/live.php?id=CCTV9$咪咕live
CCTV10科教,http://148.135.93.213/live.php?id=CCTV10$咪咕live
CCTV11戏曲,http://148.135.93.213/live.php?id=CCTV11$咪咕live
CCTV12社会与法,http://148.135.93.213/live.php?id=CCTV12$咪咕live
